latitude,longitude
25.48855126220889,51.45007078173915
25.488559117714733,51.45006595727609
25.488566973208812,51.450061132789514
25.488574828692226,51.450056308281624
25.488582684166072,51.45005148375463
25.48859053963145,51.4500466592107
25.488598395089458,51.45004183465204
25.48860625054119,51.450037010080855
25.488614105987747,51.45003218549932
25.48862196143023,51.45002736090964
25.48862981686955,51.45002253631365
25.488637672305284,51.45001771171048
25.488645527736367,51.450012887098026
25.488653383161736,51.450008062474154
25.488661238580335,51.45000323783675
25.488669093990868,51.44999841318323
25.48867694939154,51.449993588510004
25.488684804780465,51.44998876381331
25.488692660155763,51.449983939089385
25.488700515515504,51.44997911433437
25.48870837085676,51.449974289542425
25.488716226175832,51.44996946470614
25.488724081468977,51.44996463981807
25.488731936732474,51.449959814870745
25.488739791962548,51.44995498985665
25.488747647155293,51.449950164767955
25.48875550230675,51.44994533959678
25.488763357412967,51.449940514335225
25.48877121247002,51.44993568897544
25.488779067475296,51.449930863512215
25.488786922428027,51.44992603794401
25.488794777327573,51.44992121226957
25.48880263217331,51.44991638648763
25.488810486964628,51.44991156059699
25.488818341701137,51.449906734596865
25.488826196382554,51.449901908486694
25.488834051008602,51.44989708226593
25.488841905578997,51.44989225593401
25.488849760095118,51.449887429493685
25.48885761456246,51.44988260295594
25.48886546898715,51.44987777633302
25.48887332337532,51.449872949637154
25.488881177732996,51.449868122880396
25.48888903206435,51.44986329607106
25.488896886371933,51.44985846921427
25.48890474065826,51.44985364231502
25.488912594925836,51.449848815378324
25.4889204491778,51.44984398841045
25.48892830342024,51.44983916142356
25.4889361576601,51.44983433443152
25.488944011904323,51.44982950744819
25.488951866159784,51.44982468048731
25.48895972043004,51.449819853555965
25.488967574713634,51.44981502665126
25.4889754290087,51.449810199769466
25.48898328331338,51.449805372906866
25.48899113762603,51.44980054606019
25.488998991947025,51.449795719230174
25.489006846277803,51.44979089241969
25.489014700619812,51.44978606563165
25.489022554974497,51.449781238868916
25.4890304093413,51.449776412130376
25.48903826371428,51.449771585404186
25.489046118086613,51.449766758676695
25.489053972451472,51.449761931934276
25.489061826802192,51.44975710516363
25.489069681135398,51.449752278358
25.489077535450747,51.44974745151671
25.48908538974801,51.44974262463929
25.489093244026954,51.449737797725305
25.48910109828676,51.4497329707731
25.48910895252362,51.449728143775054
25.48911680673279,51.44972331672172
25.48912466090953,51.44971848960364
25.489132515049153,51.44971366241145
25.489140369150444,51.4497088351427
25.489148223217736,51.44970400780606
25.489156077255863,51.44969918041119
25.489163931269662,51.44969435296773
25.48917178526361,51.44968952548465
25.48917963923872,51.44968469796395
25.489187493194038,51.449679870403735
25.489195347128582,51.44967504280205
25.489203201041384,51.44967021515694
25.489211054933637,51.44966538747081
25.489218908812784,51.44966055975851
25.48922676268739,51.44965573203715
25.489234616566023,51.44965090432382
25.48924247045698,51.449646076635105
25.489250324362825,51.44964124897611
25.48925817828045,51.44963642134064
25.489266032206526,51.44963159372203
25.4892738861377,51.44962676611362
25.489281740071984,51.4496219385114
25.48928959401465,51.44961711092592
25.48929744797341,51.44961228337258
25.489305301955984,51.44960745586679
25.48931315597002,51.44960262842382
25.489321010017733,51.449597801048085
25.489328864092013,51.4495929737254
25.489336718184845,51.44958814643976
25.489344572288203,51.44958331917515
25.489352426394912,51.449578491917215
25.48936028050671,51.449573664669444
25.489368134630727,51.44956883744608
25.489375988774174,51.44956401026151
25.48938384294426,51.44955918313014
25.489391697144775,51.44955435605953
25.489399551368933,51.44954952903613
25.48940740560791,51.449544702042324
25.489415259852883,51.44953987506049
25.489423114095324,51.449535048073606
25.48943096833439,51.449530221079975
25.48943882257728,51.44952539409399
25.489446676831584,51.44952056713079
25.489454531104894,51.44951574020555
25.48946238540302,51.44951091332986
25.48947023972145,51.44950608649472
25.489478094051947,51.449501259683686
25.489485948386264,51.449496432880274
25.489493802716204,51.44949160606812
25.489501657038222,51.449486779240154
25.489509511357298,51.44948195240631
25.489517365679326,51.449477125578355
25.4895252200102,51.449472298768065
25.489533074355105,51.4494674719858
25.489540928710994,51.44946264522547
25.489548783069512,51.44945781847039
25.4895566374222,51.44945299170367
25.489564491760618,51.449448164908446
25.48957234607904,51.449443338073294
25.48958020038086,51.44943851120499
25.489588054671366,51.44943368431409
25.489595908955845,51.44942885741115
25.489603763239398,51.449424030506364
25.48961161752195,51.44941920359957
25.48961947179759,51.44941437667898
25.489627326060113,51.4494095497322
25.489635180303317,51.44940472274684
25.48964303452249,51.44939989571348
25.489650888722323,51.449395068641515
25.489658742911157,51.449390241547576
25.48966659709734,51.44938541444835
25.489674451289197,51.449380587360444
25.489682305491435,51.44937576029328
25.489690159701706,51.44937093324215
25.489698013916833,51.44936610620071
25.489705868133633,51.44936127916263
25.489713722349475,51.44935645212262
25.48972157656859,51.44935162508915
25.489729430799965,51.44934679808017
25.48973728505268,51.449341971113796
25.48974513933581,51.449337144208165
25.48975299365588,51.4493323173763
25.48976084801025,51.449327490612944
25.48976870239423,51.44932266390871
25.489776556803122,51.449317837254235
25.489784411232367,51.4493130106404
25.48979226568149,51.44930818406627
25.489800120154907,51.44930335754066
25.489807974657325,51.44929853107298
25.489815829193457,51.44929370467262
25.489823683766815,51.44928887834662
25.48983153837279,51.44928405208578
25.489839393003404,51.449279225874136
25.489847247650662,51.44927439969574
25.489855102306592,51.44926957353465
25.48986295696643,51.44926474738136
25.489870811632148,51.44925992123982
25.489878666306574,51.44925509511569
25.489886520992528,51.449250269014605
25.48989437569234,51.44924544294124
25.489902230401423,51.4492406168864
25.48991008511007,51.44923579083066
25.489917939808464,51.449230964754385
25.48992579448678,51.449226138637904
25.489933649139626,51.44922131247043
25.489941503778677,51.44921648627541
25.48994935841974,51.44921166008456
25.48995721307861,51.44920683392957
25.489965067770353,51.44920200784069
25.489972922482316,51.44919718179248
25.489980777166473,51.44919235568849
25.489988631772487,51.44918752942763
25.489996486250025,51.449182702908836
25.49000434056833,51.449177876070316
25.49001219484049,51.44917304913928
25.49002004924377,51.449168222471855
25.49002790395575,51.44916339642475
25.490035759152928,51.449158571352555
25.490043614778294,51.44915374714072
25.490051470248957,51.44914892261817
25.490059324910114,51.449144096469375
25.49006717810696,51.449139267378804
25.490075029290775,51.44913443424407
25.49008287955339,51.44912959925881
25.490090731277242,51.44912476720965
25.4900985868796,51.44911994295323
25.490106448777745,51.44911513134617
25.49011431875679,51.44911033597734
25.49012219586103,51.449105554939216
25.49013007839217,51.449100784835025
25.490137964651886,51.44909602226799
25.490145852952136,51.44909126386169
25.490153742155968,51.449086507333675
25.490161631945064,51.44908175202646
25.490169522067536,51.44907699741442
25.490177412271485,51.449072242971944
25.490185302326307,51.44906748821781
25.49019319219376,51.44906273307233
25.490201081937773,51.44905797766904
